datetime,Electricity:Facility_None(kWh),DistrictCooling:Facility_None(kWh),Electricity:Facility_None(kWh)
2017-07-21T00:00:00-05:00,0.0,0.8100917114287435,0.0
2017-07-21T00:10:00-05:00,0.0,0.7576489487855329,0.0
2017-07-21T00:20:00-05:00,0.0,0.706504899487064,0.0
2017-07-21T00:30:00-05:00,0.0,0.6565371705737995,0.0
2017-07-21T00:40:00-05:00,0.0,0.6075972352633516,0.0
2017-07-21T00:50:00-05:00,0.0,0.5622453024737758,0.0
2017-07-21T01:00:00-05:00,0.0,0.5231193062261768,0.0
2017-07-21T01:10:00-05:00,0.0,0.48561951952138094,0.0
2017-07-21T01:20:00-05:00,0.0,0.4498808830621388,0.0
2017-07-21T01:30:00-05:00,0.0,0.4157439674691235,0.0
2017-07-21T01:40:00-05:00,0.0,0.38300103162298016,0.0
2017-07-21T01:50:00-05:00,0.0,0.3536014722165901,0.0
2017-07-21T02:00:00-05:00,0.0,0.32990368119811553,0.0
2017-07-21T02:10:00-05:00,0.0,0.31286313739593297,0.0
2017-07-21T02:20:00-05:00,0.0,0.2990048905894259,0.0
2017-07-21T02:30:00-05:00,0.0,0.28581950840438214,0.0
2017-07-21T02:40:00-05:00,0.0,0.27322152300386693,0.0
2017-07-21T02:50:00-05:00,0.0,0.26113824367961674,0.0
2017-07-21T03:00:00-05:00,0.0,0.24950963222347416,0.0
2017-07-21T03:10:00-05:00,0.0,0.23828755929392081,0.0
2017-07-21T03:20:00-05:00,0.0,0.22743368964836855,0.0
2017-07-21T03:30:00-05:00,0.0,0.21691795673200734,0.0
2017-07-21T03:40:00-05:00,0.0,0.206717763701806,0.0
2017-07-21T03:50:00-05:00,0.0,0.19681764600092574,0.0
2017-07-21T04:00:00-05:00,0.0,0.18808954146502305,0.0
2017-07-21T04:10:00-05:00,0.0,0.179775355649746,0.0
2017-07-21T04:20:00-05:00,0.0,0.17194269728621067,0.0
2017-07-21T04:30:00-05:00,0.0,0.16458247910202004,0.0
2017-07-21T04:40:00-05:00,0.0,0.15768822245198105,0.0
2017-07-21T04:50:00-05:00,0.0,0.15102729171596985,0.0
2017-07-21T05:00:00-05:00,0.0,0.1480093428068644,0.0
2017-07-21T05:10:00-05:00,0.0,0.14580066731096653,0.0
2017-07-21T05:20:00-05:00,0.0,0.144374037815912,0.0
2017-07-21T05:30:00-05:00,0.0,0.14369450827325067,0.0
2017-07-21T05:40:00-05:00,0.0,0.14830859690806553,0.0
2017-07-21T05:50:00-05:00,0.0,0.16767598880217197,0.0
2017-07-21T06:00:00-05:00,0.0,0.22400592864577315,0.0
2017-07-21T06:10:00-05:00,0.0,0.35331359329117257,0.0
2017-07-21T06:20:00-05:00,0.0,0.6513212165243241,0.0
2017-07-21T06:30:00-05:00,0.0,1.0839410783891423,0.0
2017-07-21T06:40:00-05:00,0.0,1.5504568436813355,0.0
2017-07-21T06:50:00-05:00,0.0,2.015026870819615,0.0
2017-07-21T07:00:00-05:00,0.0,2.453534052915009,0.0
2017-07-21T07:10:00-05:00,0.0,2.837168599306159,0.0
