Time,THERMAL ZONE 1::Des Heat Load [W],THERMAL ZONE 1:SINGAPORE ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1::Des Heat Mass Flow [kg/s],THERMAL ZONE 1:SINGAPORE ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 1::Des Latent Heat Load [W],THERMAL ZONE 1::Des Latent Cool Load [W],THERMAL ZONE 1::Des Latent Heat Mass Flow [kg/s],THERMAL ZONE 1::Des Latent Cool Mass Flow [kg/s],THERMAL ZONE 1::Des Heat Load No DOAS [W],THERMAL ZONE 1::Des Sens Cool Load No DOAS [W],THERMAL ZONE 1::Des Latent Heat Load No DOAS [W],THERMAL ZONE 1::Des Latent Cool Load No DOAS [W],THERMAL ZONE 1::Heating Zone Temperature [C],THERMAL ZONE 1::Heating Zone Relative Humidity [%],THERMAL ZONE 1:SINGAPORE ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Temperature [C],THERMAL ZONE 1:SINGAPORE ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Relative Humidity [%]
16:10:00,0.000000E+00,1.378571E+03,0.000000E+00,1.216730E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052324E+01
16:20:00,0.000000E+00,1.374931E+03,0.000000E+00,1.213517E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052324E+01
16:30:00,0.000000E+00,1.368943E+03,0.000000E+00,1.208233E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052324E+01
16:40:00,0.000000E+00,1.360498E+03,0.000000E+00,1.200779E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052324E+01
16:50:00,0.000000E+00,1.349497E+03,0.000000E+00,1.191069E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052324E+01
17:00:00,0.000000E+00,1.335837E+03,0.000000E+00,1.179013E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052324E+01
17:10:00,0.000000E+00,1.319421E+03,0.000000E+00,1.164524E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052324E+01
17:20:00,0.000000E+00,1.300144E+03,0.000000E+00,1.147511E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052324E+01
17:30:00,0.000000E+00,1.277897E+03,0.000000E+00,1.127875E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052324E+01
17:40:00,0.000000E+00,1.252344E+03,0.000000E+00,1.105322E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052324E+01
17:50:00,0.000000E+00,1.223292E+03,0.000000E+00,1.079680E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052324E+01
18:00:00,0.000000E+00,1.190659E+03,0.000000E+00,1.050879E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052324E+01
18:10:00,0.000000E+00,1.154360E+03,0.000000E+00,1.018841E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052324E+01
18:20:00,0.000000E+00,1.114282E+03,0.000000E+00,9.834678E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052324E+01
18:30:00,0.000000E+00,1.070307E+03,0.000000E+00,9.446554E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052325E+01
18:40:00,0.000000E+00,1.022322E+03,0.000000E+00,9.023042E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052324E+01
18:50:00,0.000000E+00,9.701981E+02,0.000000E+00,8.562992E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052324E+01
19:00:00,0.000000E+00,9.138018E+02,0.000000E+00,8.065237E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052324E+01
19:10:00,0.000000E+00,8.535092E+02,0.000000E+00,7.533094E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052325E+01
19:20:00,0.000000E+00,7.908778E+02,0.000000E+00,6.980307E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052324E+01
19:30:00,0.000000E+00,7.278831E+02,0.000000E+00,6.424314E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052324E+01
19:40:00,0.000000E+00,6.666134E+02,0.000000E+00,5.883547E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052324E+01
19:50:00,0.000000E+00,6.088579E+02,0.000000E+00,5.373795E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052325E+01
20:00:00,0.000000E+00,5.561560E+02,0.000000E+00,4.908647E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052324E+01
20:10:00,0.000000E+00,5.094588E+02,0.000000E+00,4.496496E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052324E+01
20:20:00,0.000000E+00,4.684826E+02,0.000000E+00,4.134839E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052324E+01
20:30:00,0.000000E+00,4.324665E+02,0.000000E+00,3.816960E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052325E+01
20:40:00,0.000000E+00,4.006891E+02,0.000000E+00,3.536492E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052325E+01
20:50:00,0.000000E+00,3.725498E+02,0.000000E+00,3.288134E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052324E+01
21:00:00,0.000000E+00,3.475471E+02,0.000000E+00,3.067459E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052324E+01
21:10:00,0.000000E+00,3.252479E+02,0.000000E+00,2.870646E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052324E+01
21:20:00,0.000000E+00,3.052813E+02,0.000000E+00,2.694420E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052324E+01
21:30:00,0.000000E+00,2.873279E+02,0.000000E+00,2.535963E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052324E+01
21:40:00,0.000000E+00,2.711188E+02,0.000000E+00,2.392901E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052324E+01
21:50:00,0.000000E+00,2.564253E+02,0.000000E+00,2.263216E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052324E+01
22:00:00,0.000000E+00,2.430517E+02,0.000000E+00,2.145181E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052324E+01
22:10:00,0.000000E+00,2.308396E+02,0.000000E+00,2.037396E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052324E+01
22:20:00,0.000000E+00,2.196573E+02,0.000000E+00,1.938701E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052324E+01
22:30:00,0.000000E+00,2.093925E+02,0.000000E+00,1.848103E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052324E+01
22:40:00,0.000000E+00,1.999481E+02,0.000000E+00,1.764747E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052324E+01
22:50:00,0.000000E+00,1.912403E+02,0.000000E+00,1.687892E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052324E+01
23:00:00,0.000000E+00,1.831961E+02,0.000000E+00,1.616893E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052325E+01
23:10:00,0.000000E+00,1.757424E+02,0.000000E+00,1.551107E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052324E+01
23:20:00,0.000000E+00,1.688112E+02,0.000000E+00,1.489932E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052325E+01
23:30:00,0.000000E+00,1.623417E+02,0.000000E+00,1.432832E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052324E+01
23:40:00,0.000000E+00,1.562808E+02,0.000000E+00,1.379338E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052324E+01
23:50:00,0.000000E+00,1.505822E+02,0.000000E+00,1.329042E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052324E+01
24:00:00,0.000000E+00,1.452051E+02,0.000000E+00,1.281584E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.500000E+01,4.052324E+01
Peak,0.000000E+00,1.379916E+03,0.000000E+00,1.217918E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,,,,

Peak Vol Flow (m3/s),,,0.000000E+00,1.013221E-01,,,0.000000E+00,0.000000E+00,,,,,,,,
